=== Tool Life Management ===
Title	Tool Master	Tool Record	Month	Customer Type	Year	No of Parts	Machine clamping force (T)	Tooling cost	Currency	Tool description	Master Type	Warranty (Parts)	Tool Owner	Type of Sprue	Overall Cycle time (s)	Type of press	Standard daily capacity (Parts)	Max daily capacity (Parts)	Part Gross Weight (g)	Part Net Weight (g)	Strip width (mm)	Pitch (mm)	Lead Time (months)	Plant	Tool Type	Plant:Title	Plant:Site	Tool Type:Title	End_of_production	EOP	ID	Created	Modified	MasterRecord	ParentTitle	ToolCurrentStatus	Data	Created By	Modified By	TestCurrency	Property	Part per cycle	PartNumberReference	PartReference	Tool Maker	Warranty Alert	Attachments 
TP-2015-01-15-104					2015	1	104.0			Terminal		0	No tool owner				43200.0						2.76	AVO Chennai	Thermoplastic Injection			TP								In use								40101119			
TP-2015-01-15-					2015	1						0	No tool owner				21600.0							AVO Chennai	Thermoplastic Injection			TP								In use								40301041, 40301042			
TP-2017-01-15					2017	1				Terminal		0	No tool owner										3.22	AVO Chennai	Thermoplastic Injection			TP								In use								FB26/143, FB26/183, SB22/293, SB18/296, SB 19/297-D64(CP8GIU-11102-CB)			
ST-2005-01-XXX-108					2005	1	108.0					0	No tool owner			V	21600.0						3.22	AVO Chennai	Stamping			ST								In use								40101114			
ST-2005-01-XXX-385					2005	1	385.0					0	No tool owner			V	36000.0							AVO Chennai	Stamping			ST								In use											
ST-2005-01-XXX-384					2005	1	384.0					0	No tool owner			V	36000.0							AVO Chennai	Stamping			ST								In use											
ST-2015-01-25-					2015	1				Terminal		0	No tool owner			V	21600.0							AVO Chennai	Stamping			ST								In use								40301047, 40301048			
ST-2012-01-80-516					2012	1	516.0			TRMNL / STR MTR FLD - F7RU-11102-DA		10000000	No tool owner			V	86400.0						2.99	AVO Chennai	Stamping			ST								In use								40101038			
ST-2011-01-30-517					2011	1	517.0			BRSH ASY - STR MTR INS		20000000	No tool owner			V	172800.0							AVO Chennai	Stamping			ST								In use											
ST-2011-01-30-484					2011	1	484.0			brush plate		0	No tool owner			V	14400.0						2.76	AVO Chennai	Stamping			ST								In use								40301018			
ST-2008-01-30-259					2008	1	259.0			brush plate		0	No tool owner			V	8640.0						2.76	AVO Chennai	Stamping			ST								In use								40301018			
ST-2017-01-30-					2017	1				brush plate		0	No tool owner			V	21600.0							AVO Chennai	Stamping			ST								In use											
ST-2015-01-30-					2015	1				pin		0	No tool owner			V	21600.0						3.45	AVO Chennai	Stamping			ST								In use								40501005			
TP-2004-04-100-555					2004	4	555.0			Platine dual motor (Beitigheim)		4000000	VALEO	HR on sprue		H	10165.0						4.14	AVO El Fahs	Thermoplastic Injection			TP								In use								A60100497			
TP-2014-06-85-564					2014	6	564.0			GW Brush retainer		6000000	VALEO	Cold runner		H	15247.0						2.76	AVO Monterrey	Thermoplastic Injection			TP								In use								16-0039			
TP-2014-04-85-565					2014	4	565.0	18000	USD	Seal GW		8000000	VALEO	HR on sprue		H	17280.0						3.45	AVO Monterrey	Thermoplastic Injection			TP								In use								16-0025			
TP-2014-04-100-566					2014	4	566.0	29060	EURO	Platine dual motor (Beitigheim)		4000000	VALEO			H	10165.0						4.14	AVO El Fahs	Thermoplastic Injection			TP								In use								A60100497			
ST-2014-01-25-567					2014	1	567.0	9680	EURO			6000000	AVO Tn			V	36000.0						2.99	AVO El Fahs	Stamping			ST								In use								A07106032E			
ST-2009-01-25-107					2009	1	107.0	18000	RmB			5000000	NIDEC			V	36000.0						2.99	AVO El Fahs	Stamping			ST								In use								A07106032E			
TP-2014-08-80-570					2014	8	570.0			Retainer		8000000	Dong Yang				11520.0						4.37	AVO Kunshan	Thermoplastic Injection			TP								In use								K114004			
TP-2014-04-150-571					2014	4	571.0	11000	EURO	Ring		2000000	HILTI	cold runner		H	7200.0						2.99	AVO El Fahs	Thermoplastic Injection			TP								In use								A60100331			
ST-2014-02-25-572					2014	2	572.0	30000	EURO	Porte balai VM4 (version closed door)		200000000	VALEO			V	66462.0						3.22	AVO El Fahs	Stamping			ST								In use								A60100531			
TP-2014-04-100-573					2014	4	573.0	45000	RmB	Mold for seal Seal (D15)		4000000	Dong Yang			H	4320.0						3.68	AVO Kunshan	Thermoplastic Injection			TP								In use								D11410001			
TP-2014-04-50-574					2014	4	574.0	88000	RmB	DY brush holder (D15)		4000000	Dong Yang			V							3.68	AVO Kunshan	Thermoplastic Injection			TP								In use								D11410001			
TP-2017-04-100-916					2017	4	916.0			Mold for seal Seal (D15)		4000000	Dong Yang			H	4320.0						3.68	AVO Kunshan	Thermoplastic Injection			TP								In use								D11410001			
TP-2017-04-50-917					2017	4	917.0			DY brush holder (D15)		4000000	Dong Yang			V							3.68	AVO Kunshan	Thermoplastic Injection			TP								In use								D11410001			
ST-2014-01-30-575					2014	1	575.0	35000	RmB	Terminal C (D15)		4000000	Dong Yang			V	21600.0						3.45	AVO Kunshan	Stamping			ST								In use								D11420004			
ST-2014-01-30-576					2014	1	576.0	35000	RmB	Terminal A (D15)		8000000	Dong Yang			V							3.22	AVO Kunshan	Stamping			ST								In use								D11410001, D11410001			
ST-2014-02-110-578					2014	2	578.0	25000	RmB	Terminal E		40000000	MITSUBISHI			V	57600.0						3.45	AVO Kunshan	Stamping			ST								In use								O1620001			
ST-2014-02-110-579					2014	2	579.0	25000	RmB	Terminal F		40000000	MITSUBISHI			V	57600.0						3.45	AVO Kunshan	Stamping			ST								In use								O1620002			
TP-2014-04-80-639					2014	4	639.0	55000	RmB	Slinger		4000000	MITSUBISHI	HR on mini sprue		H	6171.0						3.91	AVO Kunshan	Thermoplastic Injection			TP								In use											
TP-2014-04-40-650					2014	4	650.0	80000	RmB	Brush holder		2000000	MITSUBISHI	HR direct on part		V	2700.0						3.91	AVO Kunshan	Thermoplastic Injection			TP								In use								O1310003			
TP-2014-04-160-580					2014	4	580.0	36600	USD	GW BP left		5600000	VALEO	HR on sprue		H	8229.0						3.91	AVO Monterrey	Thermoplastic Injection			TP								In use								16-0021			
TS-2014-16-100-581					2014	16	581.0	75000	RmB	BRUSH BOX (N389709-C2D1)		12000000	B & D	Cold runner		H	6912.0						3.91	AVO Monterrey	Thermoset Injection			TS								In use								50-0733			
ST-2014-01-30-582					2014	1	582.0	85000	RmB	Brush box		30000000	VALEO			V							4.14	AVO Kunshan	Stamping			ST								In use								10J290Y04			
ST-2014-01-60-585					2014	1	585.0			Brush box (95041-1)		5000000	B & D			V	21600.0						2.99	AVO Monterrey	Stamping			ST																53-0747			
TP-2010-02-XXX-586					2010	2	586.0			Brush box		2000000	Renault	Cold runner		H	1920.0						3.45	AVO El Fahs	Thermoplastic Injection			TP								Mold scraped								A60101610			
TP-2014-04-80-587					2014	4	587.0	5100	EURO	Retainer (recyclable component)		2000000	NIDEC				6912.0						2.99	AVO El Fahs	Thermoplastic Injection			TP								In use								A60110300			
TP-2014-02-80-588					2014	2	588.0	10550	EURO	Clip de Maintien		1000000	RENAULT			H	3086.0						3.45	AVO El Fahs	Thermoplastic Injection			TP								In use								A60101618 - 23, A60101618 - 24			
TP-2014-04-80-589					2014	4	589.0	8500	EURO	Tour VM4 Toyota big coil		4000000	VALEO			H	6912.0						3.68	AVO El Fahs	Thermoplastic Injection			TP								In use								A60101446, V11410001			
ST-2014-01-25-590					2014	1	590.0			LANGUETTE T NGM AP		500000	INTEVA			V	43200.0						3.22	AVO El Fahs	Stamping			ST								In use								A80100061			
ST-2014-01-25-591					2014	1	591.0			LANGUETTE R NGM AP		500000	INTEVA			V	43200.0						3.22	AVO El Fahs	Stamping			ST								In use								A80100062			
ST-2014-01-25-592					2014	1	592.0			Brush holder		500000	TRICO			V	43200.0						3.45	AVO Monterrey	Stamping			ST								In use								50-0736			
ST-2014-01-25-593					2014	1	593.0			Lead frame LS to cover		500000	TRICO			V	43200.0						3.45	AVO Monterrey	Stamping			ST								In use								50-0740			
ST-2014-01-25-603					2014	1	603.0			Lead Frame HS to cover		500000	TRICO			V	43200.0						3.45	AVO Monterrey	Stamping			ST								In use								50-0742			
ST-2014-01-25-594					2014	1	594.0			ground clip		500000	TRICO			V	43200.0						2.76	AVO Monterrey	Stamping			ST								In use								50-0745, T21520001			
ST-2014-01-25-595					2014	1	595.0			Lead frame HS to plate		500000	TRICO			V	43200.0						3.22	AVO Monterrey	Stamping			ST								Production end								50-0743			
ST-2014-01-25-596					2014	1	596.0			Lead frame LS to frame		500000	TRICO			V	43200.0						2.99	AVO Monterrey	Stamping			ST								Production end								50-0741			
ST-2014-01-25-597					2014	1	597.0			Ground shield		500000	TRICO			V	43200.0						3.45	AVO Monterrey	Stamping			ST								In use								50-0744			
TP-2014-04-80-598					2014	4	598.0			Brush retainer		2000000	TRICO	Cold Runner		H	7855.0						2.76	AVO Monterrey	Thermoplastic Injection			TP								Production end								16-0072			
TP-2012-08-110-653					2012	8	653.0			Grommet		4000000	No tool owner	Cold runner		H	11520.0						2.76	AVO Monterrey	Thermoplastic Injection			TP								In use								16-0063			
TS-2014-04-130-599					2014	4	599.0	24000	USD	Brush box		2000000	VALEO	Cold runner		H	3456.0						3.45	AVO Monterrey	Thermoset Injection			TS								In use								50-0428			
TP-2014-04-80-600					2014	4	600.0			Bridge Molding TRICO Scania		2000000	TRICO			H	7855.0						2.76	AVO Monterrey	Thermoplastic Injection			TP								In use											
TP-2014-04-80-601					2014	4	601.0	8500	EURO	Housing VM4C FIAT 156		4000000	VALEO			H	9600.0						3.45	AVO El Fahs	Thermoplastic Injection			TP								In use								A60101646			
TP-2014-04-80-602					2014	4	602.0	4000	EURO	Trip ring VM4C Fiat 156		4000000	VALEO	cold runner		H	8640.0						3.45	AVO El Fahs	Thermoplastic Injection			TP								In use								A60101645, V11610002			
ST-2014-01-25-604					2014	1	604.0			Ground clip - brush plate		500000	TRICO			V	43200.0						3.45	AVO Monterrey	Stamping			ST								In use								53-0749			
TP-2014-08-160-605					2014	8	605.0	67275	EURO	SUPPORT PLASTIQUE NEM2		8000000	INTEVA	HR on sprue		H	14400.0						4.83	AVO El Fahs	Thermoplastic Injection			TP								In use								A60110816			
TS-2014-XX-XXX-606					2014	XX	606.0			Terminal guard		24000000	TRICO	Cold runner										AVO Monterrey	Thermoset Injection			TS								In use								50-0749			
TP-2015-08-75-607					2015	8	607.0	26700	EURO	Brush plate FLEX		8000000	VALEO	HR on mini sprue		H	20329.0						3.68	AVO El Fahs	Thermoplastic Injection			TP								Mold scraped								A60101260			
TS-2015-04-130-608					2015	4	608.0	24000	USD	Brush box		3000000	VALEO	Cold runner		H	3456.0						3.45	AVO Monterrey	Thermoset Injection			TS								In use								50-0428			
ST-2013-01-60-609					2013	1	609.0			Brush box Dual (bietigheim)		5000000	VALEO			V							3.45	AVO El Fahs	Stamping			ST								In use								A60100496			
TP-2015-04-110-611					2015	4	611.0			Grommet Trico Argentina		4000000	TRICO	Cold runner		H	5760.0						3.45	AVO Monterrey	Thermoplastic Injection			TP								In use								16-0068			
ST-2015-02-25-612					2015	2	612.0	20000	EURO	Lame ressort Flex		200000000	VALEO			V	432000.0						2.99	AVO El Fahs	Stamping			ST								In use								A60101087			
ST-2015-02-35-613					2015	2	613.0			Lame Flex		0	VALEO			V	432000.0							AVO El Fahs	Stamping			ST																A60101087			
ST-2015-01-60-618					2015	1	618.0			Brush box (95041-1)		5000000	B & D			V	21600.0						3.45	AVO Monterrey	Stamping			ST								In use								53-0753			
TS-2015-04-130-619					2015	4	619.0			PFC Stay brush holder		2000000	Dong Yang	Cold runner		H	2880.0							AVO Kunshan	Thermoset Injection			TS								Fine tuning											
ST-2015-01-60-620					2015	1	620.0	8000	USD	Brush holder		10000000	BOSCH			V							3.22	AVO Monterrey	Stamping			ST								In use								53-2010			
TP-2015-02-80-621					2015	2	621.0	18300	USD	Base plate		2000000	BOSCH			H	2057.0						3.22	AVO Monterrey	Thermoplastic Injection			TP								In use								50-0753			
ST-2015-01-80-622					2015	1	622.0	11500	USD	Cover plate		10000000	BOSCH			V							3.22	AVO Monterrey	Stamping			ST								In use								53-2010			
ST-2015-01-80-624					2015	1	624.0	100000	RmB	Terminal 1 & 2 (2 dies 1xblank - 1xbending)		6000000	Dong Yang			V							3.22	AVO Kunshan	Stamping			ST								In use								D11520003, D11520002			
TP-2015-04-40-625					2015	4	625.0	120000	RmB	Brush holder (1st insert overmolding)		4000000	Dong Yang	HR on mini sprue		V	4800.0						3.68	AVO Kunshan	Thermoplastic Injection			TP								In use								D11510003			
TP-2015-04-100-626					2015	4	626.0	55000	RmB	Seal overmolding		4000000	Dong Yang	HR on mini sprue		H	4320.0						2.76	AVO Kunshan	Thermoplastic Injection			TP								In use								60P032601B-SP1			
TP-2015-02-100-627					2015	2	627.0			Brush Holder F552 overmolded		4000000	TATLY	HR on sprue		V	3600.0							AVO Monterrey	Thermoplastic Injection			TP								In use											
TP-2015-08-100-641					2015	8	641.0	38000	USD	First plastique brush plate		8000000	VALEO	Hot runner on mini sprue		H	19200.0						4.37	AVO Monterrey	Thermoplastic Injection			TP								In use								50-0534			
TP-2015-08-60-651					2015	8	651.0	15800	EURO	PASSE FIL 11TA		8000000	NIDEC			H	18189.0						2.99	AVO El Fahs	Thermoplastic Injection			TP								In use								A872314R			
TP-2015-04-100-654					2015	4	654.0	33150	USD	Brush Holder F552 overmolded		4000000	TRICO	HR on sprue		V	3086.0						3.91	AVO Monterrey	Thermoplastic Injection			TP								In use								16-0067, 16-0067M			
ST-2015-01-25-655					2015	1	655.0			Terminal - Faston 250 série		2000000	Johnson outdoors			V	21600.0						2.99	AVO Monterrey	Stamping			ST								In use								50-0759			
ST-2015-01-60-656					2015	1	656.0	20625	USD	Lead Frame F552 (blanck stamping)		10000000	TRICO			V	72000.0						3.22	AVO Monterrey	Stamping			ST								In use								50-0771			
TP-2015-08-80-657					2015	8	657.0			Grommet		8000000	NIDEC				18189.0						3.22	AVO El Fahs	Thermoplastic Injection			TP								DFM / Kick off								A993494Q			
TP-2015-08-80-658					2015	8	658.0			Grommet		8000000	NIDEC				17280.0						3.22	AVO El Fahs	Thermoplastic Injection			TP								DFM / Kick off								A993495D			
TP-2015-01-60-659					2015	1	659.0	1800	EURO	Fixture for FLEX assembly		500000	AVO Tn				2160.0						2.53	AVO El Fahs	Thermoplastic Injection			TP								In use								0540 - 420 -01			
TP-2015-02-150-660					2015	2	660.0	26400	EURO	Overmolded plate 11 TA - 3 Speed		3000000	AVO Tn	cold runner		H	2787.0						3.68	AVO El Fahs	Thermoplastic Injection			TP								In use								AA13116592K			
TP-2014-01-80-661					2014	1	661.0			BP bakelite		6000000	VALEO				54000.0						3.45	AVO El Fahs	Thermoplastic Injection			TP								In use								A60101132			
ST-2015-02-30-662					2015	2	662.0	18200	EURO	Insert 11TA CMFB		40000000	NIDEC			V	108000.0						2.99	AVO El Fahs	Stamping			ST								In use								A503.653			
TP-2015-04-50-663					2015	4	663.0	163250	EURO	connector 11TA CMFB WO Poka Yoke		8732000	NIDEC	HR on cold sprue		H	5760.0						4.14	AVO El Fahs	Thermoplastic Injection			TP								In use								A503.654, A503.711, A503.714, A503.713, A504-342, A504-317, A503.655			
ST-2015-01-5-664					2015	1	664.0	7188	USD	Lead Frame F552 (bending 90°)		10000000	TRICO			V	21600.0							AVO Monterrey	Stamping			ST								Mold scraped											
TP-2015-08-100-665					2015	8	665.0	37324	EURO	First plastique brush plate		8000000	VALEO	HR on sprue		H	19200.0						4.14	AVO El Fahs	Thermoplastic Injection			TP								In use								A53844627			
TP-2016-01-60-666					2016	1	666.0	3651	EURO	Fixture for NEM 2 assembly		500000	AVO Tn				2160.0						2.53	AVO El Fahs	Thermoplastic Injection			TP								In use								0400 - 220 -01			
TP-2016-4-100-668					2016	4	668.0	139000	RmB	Brush board N2		2000000	EUROTA				4937.0						3.22	AVO Kunshan	Thermoplastic Injection			TP								In use								U11620001			
ST-2016-01-30-669					2016	1	669.0	28000	RmB	Lead frame A		10000000	EUROTA			V	1234.0						2.76	AVO Kunshan	Stamping			ST								In use								U11620004			
ST-2016-01-30-670					2016	1	670.0			Lead frame B		10000000	EUROTA			V	1234.0						2.76	AVO Kunshan	Stamping			ST								In use								U11620005			
ST-2015-01-30-671					2015	1	671.0			Brush holder		500000	SKF			V	36000.0						4.14	AVO Kunshan	Stamping			ST								In use								S11320004, S11320016			
ST-2015-01-30-672					2015	1	672.0					10000000	VALEO			V	36000.0						2.76	AVO Kunshan	Stamping			ST								DFM / Kick off											
ST-2016-01-80-673					2016	1	673.0	11000	EURO	Carcasse pour 086N, 088O, 227I,058M		12000000	NIDEC			V	36000.0						2.53	AVO El Fahs	Stamping			ST								In use								Carcasse pour 086N, 088O, 227I,058M			
ST-2016-01-80-674					2016	1	674.0	13000	EURO	Module 1		12000000	NIDEC			V	36000.0						2.99	AVO El Fahs	Stamping			ST								In use								A08116086N, A08116088O, A09116227I, A08116058M			
ST-2016-01-80-675					2016	1	675.0	13000	EURO	Module 2		12000000	NIDEC			V	36000.0						2.99	AVO El Fahs	Stamping			ST								In use								A08116086N, A08116088O, A09116227I, A08116058M			
ST-2016-01-80-676					2016	1	676.0	13000	EURO	Module 3A		12000000	NIDEC			V	36000.0						2.99	AVO El Fahs	Stamping			ST								In use								A08116086N, A08116088O			
TS-2016-04-130-678					2016	4	678.0	32000	RmB	PFC Stay brush holder		1200000	Dong Yang	Cold runner		H	2880.0						3.22	AVO Kunshan	Thermoset Injection			TS								In use								D11310018			
ST-2016-02-110-680					2016	2	680.0	25000	RmB	Terminal E		40000000	MITSUBISHI			V	57600.0						2.76	AVO Kunshan	Stamping			ST								In use								O1620003			
ST-2016-02-110-681					2016	2	681.0	25000	RmB	Terminal F		40000000	MITSUBISHI			V	57600.0						3.45	AVO Kunshan	Stamping			ST								In use								O1620004			
TP-2016-08-80-682					2016	8	682.0	120000	RmB	Slinger		8000000	MITSUBISHI				12343.0						3.91	AVO Kunshan	Thermoplastic Injection			TP								In use								O1610004			
